,addr_state,annual_inc,application_type,dti,dti_joint,emp_length,emp_title,funded_amnt,home_ownership,issue_d,loan_status,member_id,open_acc,pub_rec,purpose,term,zip_code,open_il_12m,total_bal_il,id
651,OR,52000.0,Individual,30.76,,10+ years,Sr Commercial Technician,18750.0,MORTGAGE,Dec-2014,Fully Paid,,12.0,0.0,debt_consolidation, 36 months,975xx,,,37641323
652,MA,111000.0,Individual,21.94,,2 years,VP Lending,35000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,debt_consolidation, 60 months,010xx,,,37811391
653,CO,230000.0,Individual,8.06,,< 1 year,Sales Manager,15000.0,MORTGAGE,Dec-2014,Fully Paid,,15.0,0.0,debt_consolidation, 60 months,801xx,,,37741341
654,CA,92000.0,Individual,2.14,,10+ years,REVENUE MANAGER,14000.0,RENT,Dec-2014,Late (31-120 days),,3.0,0.0,medical, 60 months,941xx,,,37671369
655,MS,78000.0,Individual,11.08,,6 years,REGISTERED NURSE,9600.0,MORTGAGE,Dec-2014,Charged Off,,13.0,1.0,debt_consolidation, 36 months,395xx,,,37841307
656,WI,197000.0,Individual,13.8,,10+ years,Director Consumer Insights & Strategy,35000.0,MORTGAGE,Dec-2014,Current,,12.0,0.0,credit_card, 60 months,531xx,,,37601423
657,NJ,38480.0,Individual,14.29,,4 years,bookkeeper,5000.0,RENT,Dec-2014,Fully Paid,,7.0,1.0,debt_consolidation, 36 months,082xx,,,35763229
658,TX,75000.0,Individual,13.65,,10+ years,Educational Diagnostician,2000.0,OWN,Dec-2014,Fully Paid,,10.0,0.0,major_purchase, 36 months,773xx,,,37811352
659,OR,49000.0,Individual,23.12,,1 year,credentialing specialist,6400.0,RENT,Dec-2014,Charged Off,,15.0,0.0,debt_consolidation, 36 months,972xx,,,37801417
660,FL,40000.0,Individual,20.13,,5 years,business office specialist,10000.0,RENT,Dec-2014,Charged Off,,10.0,0.0,debt_consolidation, 36 months,336xx,,,36049003
661,NY,96000.0,Individual,13.6,,10+ years,Financial Control,10000.0,RENT,Dec-2014,Fully Paid,,7.0,0.0,debt_consolidation, 36 months,100xx,,,37690814
662,VA,86400.0,Individual,8.74,,2 years,Sr. Business Change Manager,8000.0,RENT,Dec-2014,Fully Paid,,5.0,0.0,other, 36 months,236xx,,,37821318
663,WV,99600.0,Individual,22.95,,6 years,Security Specialist,18000.0,RENT,Dec-2014,Fully Paid,,7.0,0.0,credit_card, 36 months,254xx,,,37741326
664,MO,43920.0,Individual,21.75,,8 years,administrative assistant,8000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,1.0,major_purchase, 36 months,641xx,,,37681342
665,NV,125000.0,Individual,16.43,,10+ years,VP Core Cash Access Services,5000.0,MORTGAGE,Dec-2014,Fully Paid,,12.0,0.0,debt_consolidation, 36 months,891xx,,,37711342
666,CA,150000.0,Individual,3.7,,10+ years,registered nurse,15000.0,OWN,Dec-2014,Fully Paid,,9.0,1.0,debt_consolidation, 36 months,921xx,,,37631325
667,CA,80000.0,Individual,22.17,,2 years,Financial Analyst,14000.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,credit_card, 36 months,949xx,,,37671328
668,GA,60000.0,Individual,14.17,,2 years,Manager,14000.0,RENT,Dec-2014,Fully Paid,,5.0,0.0,debt_consolidation, 36 months,300xx,,,37791306
669,FL,125000.0,Individual,19.27,,1 year,Engineer,35000.0,OWN,Dec-2014,Fully Paid,,9.0,0.0,credit_card, 36 months,322xx,,,37611397
670,VA,40000.0,Individual,9.96,,10+ years,General Manager,14000.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,224xx,,,37731243
671,LA,80000.0,Individual,21.12,,5 years,Air Traffic Control Specialist,20000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,debt_consolidation, 36 months,714xx,,,37671298
672,CA,63500.0,Individual,15.25,,9 years,Programs Manager,6500.0,RENT,Dec-2014,Fully Paid,,8.0,0.0,credit_card, 36 months,958xx,,,37077921
673,MI,47000.0,Individual,5.57,,10+ years,Supervisor - Bird Dept.,8000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,1.0,debt_consolidation, 36 months,482xx,,,37691384
674,LA,100000.0,Individual,11.63,,10+ years,Operator / Tech ,2000.0,OWN,Dec-2014,Fully Paid,,13.0,0.0,other, 36 months,703xx,,,37811389
675,FL,90000.0,Individual,7.41,,1 year,Service Manager,15000.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,debt_consolidation, 36 months,331xx,,,37621371
676,CA,54000.0,Individual,14.4,,10+ years,Sales Administration Manager,5000.0,RENT,Dec-2014,Charged Off,,9.0,0.0,debt_consolidation, 36 months,907xx,,,37661348
677,AZ,45000.0,Individual,27.25,,< 1 year,Loan Originator,12000.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,1.0,debt_consolidation, 36 months,850xx,,,37721383
678,OH,40000.0,Individual,17.52,,10+ years,MERC WORKLOAD CLERK,1000.0,MORTGAGE,Dec-2014,Fully Paid,,10.0,1.0,other, 36 months,454xx,,,37841314
679,NY,135000.0,Individual,6.26,,1 year,Investment Banker,6000.0,RENT,Dec-2014,Fully Paid,,19.0,0.0,debt_consolidation, 36 months,112xx,,,37831326
680,UT,34750.0,Individual,25.15,,8 years,Merchandising Manager,8400.0,OWN,Dec-2014,Current,,9.0,0.0,debt_consolidation, 36 months,840xx,,,37791309
681,MA,550000.0,Individual,9.58,,10+ years,Senior Vice President,16000.0,MORTGAGE,Dec-2014,Fully Paid,,20.0,0.0,medical, 36 months,017xx,,,37741374
682,CA,60000.0,Individual,18.12,,1 year,Shop Foreman,5400.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,0.0,car, 36 months,917xx,,,37711341
683,VA,75000.0,Individual,21.17,,10+ years,steam power operator,11000.0,MORTGAGE,Dec-2014,Charged Off,,13.0,0.0,debt_consolidation, 60 months,242xx,,,37811405
684,AR,55000.0,Individual,12.94,,1 year,Manager,4500.0,RENT,Dec-2014,Fully Paid,,6.0,0.0,debt_consolidation, 36 months,727xx,,,37771322
685,IN,75000.0,Individual,21.16,,< 1 year,Executive Assistant,35000.0,MORTGAGE,Dec-2014,Fully Paid,,12.0,0.0,credit_card, 60 months,461xx,,,37611403
686,WA,55000.0,Individual,28.02,,8 years,Director of education,6400.0,MORTGAGE,Dec-2014,Fully Paid,,15.0,0.0,debt_consolidation, 36 months,983xx,,,37611437
687,TX,79000.0,Individual,12.44,,7 years,Senior Systems Engineer,16000.0,RENT,Dec-2014,Fully Paid,,5.0,0.0,other, 36 months,751xx,,,37681338
688,UT,32000.0,Individual,14.25,,6 years,C N A / Physical Therapy Aide,8000.0,RENT,Dec-2014,Fully Paid,,9.0,0.0,debt_consolidation, 36 months,841xx,,,37841313
689,LA,91000.0,Individual,14.19,,10+ years,Business / Travel Administrator,20000.0,RENT,Dec-2014,Fully Paid,,4.0,0.0,major_purchase, 36 months,708xx,,,37307321
690,IN,45000.0,Individual,15.73,,4 years,production,4700.0,MORTGAGE,Dec-2014,Fully Paid,,11.0,1.0,debt_consolidation, 36 months,479xx,,,37661355
691,CA,72000.0,Individual,22.73,,4 years,Accountant,25000.0,RENT,Dec-2014,Fully Paid,,21.0,0.0,credit_card, 36 months,902xx,,,37711350
692,CA,65000.0,Individual,11.07,,3 years,Cinematographer,12000.0,RENT,Dec-2014,Fully Paid,,5.0,0.0,debt_consolidation, 36 months,900xx,,,35854056
693,NH,77000.0,Individual,16.79,,2 years,Software Developer,1000.0,RENT,Dec-2014,Fully Paid,,6.0,0.0,vacation, 36 months,038xx,,,37801423
694,MA,100070.0,Individual,7.67,,10+ years,Marketing,10000.0,MORTGAGE,Dec-2014,Fully Paid,,3.0,0.0,medical, 36 months,018xx,,,37781409
695,FL,43000.0,Individual,24.28,,4 years,Medical Assistant,8000.0,RENT,Dec-2014,Fully Paid,,14.0,1.0,credit_card, 36 months,328xx,,,37831302
696,IL,41600.0,Individual,20.23,,10+ years,warehouse worker,16575.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,1.0,debt_consolidation, 36 months,613xx,,,37831296
697,TX,300000.0,Individual,12.87,,2 years,Vice President,28000.0,MORTGAGE,Dec-2014,Fully Paid,,9.0,0.0,major_purchase, 36 months,787xx,,,37631346
698,MT,47000.0,Individual,19.02,,3 years,Great Falls Job Service Supervisor ,12000.0,MORTGAGE,Dec-2014,Current,,20.0,0.0,debt_consolidation, 60 months,594xx,,,37621249
699,OH,42000.0,Individual,19.97,,3 years,Power Lineworker I,11450.0,MORTGAGE,Dec-2014,Fully Paid,,8.0,0.0,credit_card, 36 months,435xx,,,37791282
700,TX,84000.0,Individual,12.73,,< 1 year,Manager,28000.0,MORTGAGE,Dec-2014,Fully Paid,,18.0,0.0,debt_consolidation, 36 months,760xx,,,37761323
